input_text	target_text	Flag
Able To Speak In English	English	Soft skills
Able Work In The Group	Team Player	Soft skills
Able To Work Autonomously	Not A Skill	Hard skill
Able To Work Faster	Quieck Worker	Hard skill
Able To Work Flexibly	Working Flexible	Soft skills
Able To Work On Shift	Working Flexible	Soft skills
Able To Work Overtime	Working Flexible	Soft skills
Able To Work Hardly	Hard Worker	Soft skills
Able To Work In Group	Team Player	Soft skills
Able To Work In Group Or Individual	Team Player	Soft skills
Able To Work In A Fast Paced Environment	Team Player	Soft skills
Able To Work In A Team	Team Player	Soft skills
Able To Work In A Team Environment	Team Player	Soft skills
Able To Work In Fast Paced Environment	Team Player	Soft skills
Able To Work In Team	Team Player	Soft skills
Able To Work In Team Environment	Team Player	Soft skills
Able To Work In Teams	Team Player	Soft skills
Able To Work Well In A Team	Team Player	Soft skills
Able To Work Well In Groups	Team Player	Soft skills
Able To Work Independently	Work Independent	Soft skills
Able To Work Independently In The Field	Work Independent	Soft skills
Able To Work Unsupervised	Work Independent	Soft skills
Able To Work Independently And Under Pressure	Work Independent	Soft skills
Adapt Easily To A Dynamic Work Environment	Work Independent	Soft skills
Being Able To Work Under Pressure	Work Under Pressure	Soft skills
Able To Work Under Stress	Work Under Pressure	Soft skills
Able To Work In Stressful Situations	Work Under Pressure	Soft skills
Able To Work To A Deadline	Work Under Pressure	Soft skills
Able To Work To Tight Deadlines	Work Under Pressure	Soft skills
Able To Multitask And Work Under Pressure	Work Under Pressure	Soft skills
Able To Multitask Efficiently And Effectively	Work Under Pressure	Soft skills
Able To Operate Under Pressure	Work Under Pressure	Soft skills
Able To Perform Under Pressure	Work Under Pressure	Soft skills
Able To Remain Calm In Challenging Situations	Work Under Pressure	Soft skills
Able To Work Effectively Under Pressure	Work Under Pressure	Soft skills
Able To Work Quickly Under Pressure	Work Under Pressure	Soft skills
Able To Work Under Continuous Pressure	Work Under Pressure	Soft skills
Able To Work Under Preasure	Work Under Pressure	Soft skills
Able To Work Under Pressure	Work Under Pressure	Soft skills
Able To Work Underpressure	Work Under Pressure	Soft skills
Able To Work Well Under Pressure	Work Under Pressure	Soft skills
Ablility To Learn	Quick Learner	Soft skills
Abode Analytics	Adobe	Hard skill
Abode Illustrateur	Adobe	Hard skill
Abode Lightroom	Adobe	Hard skill
Abobe Photoshop	Adobe	Hard skill
Abode Photoshop	Adobe	Hard skill
Abode Xd	Adobe Xd	Hard skill
Aboriginal Cultural Awareness Training	Aboriginal Cultural Awareness	Hard skill
Aboriginal Law	Aboriginal Law	Hard skill
Abp Framework	Abp Framework	Hard skill
Abr Routers	Abr Routers	Hard skill
Abs System	Abs System	Hard skill
Absence Management	Not A Skill	Hard skill
Absorption Electromagnetic Radiation	Not A Skill	Hard skill
Absorption Refrigeration	Not A Skill	Hard skill
Absorption Spectroscopy	Spectroscopy	Hard skill
Abstract Class	Not A Skill	Hard skill
Abstract Data Types	Not A Skill	Hard skill
Abstract Management	Not A Skill	Hard skill
Abstract Painting	Painting	Hard skill
Abstract Paintings	Painting	Hard skill
Abstract Factory Pattern	Pattern Design	Hard skill
Abstract Reasoning	Reasoning	Hard skill
Abstract State Machine Language Asml	Asml Machine Language	Hard skill
Abstract Syntax Tree	Syntax Tree	Hard skill
Abstract Thinking	Stratigical Thinking	Hard skill
Abstraction	Abstraction Layers	Hard skill
Abstraction Layers	Abstraction Layers	Hard skill
Abstractions	Abstraction Layers	Hard skill
Artlantis	Not A Skill	Hard skill
Ac And Dc Motors	Not A Skill	Hard skill
Ac Dc Control Circuitry	Ac Dc Control Circuitry	Hard skill
Ac Dc Converters	Ac To Dc Converters	Hard skill
Ac Dc Power And Control Systems	Systems	Hard skill
Ac Dc Power	Ac Dc Power Maintanance	Hard skill
Ac Drives	Ac Drives Installation	Hard skill
Ac Installation	Ac Drives Installation	Hard skill
Ac Power Plugs And Sockets	Ac Power Plugs And Sockets	Hard skill
Ac Technician	Not A Skill	Hard skill
Academic Accommodation Plans	Academic Accommodation	Hard skill
Academic Administration	Academic Accommodation	Hard skill
Academic Advisement	Academic Advisement	Hard skill
Academic Advising	Academic Advising	Hard skill
Academic Affairs	Academic Affairs	Hard skill
Academic And Content Writing	Content Writing	Hard skill
Academic And Creative Writing	Content Writing	Hard skill
Academic And Technical Research	Academic And Technical Research	Hard skill
Academic And Technical Writing	Academic And Technical Writing	Hard skill
Academic Counseling	Academic Counseling	Hard skill
Academic Creative Writing	Academic Creative Writing	Hard skill
Academic Drawing	Academic Drawing	Hard skill
Academic Integrity	Academic Integrity	Hard skill
Academic Learning Skills	Not A Skill	Hard skill
Academic Libraries	Not A Skill	Hard skill
Academic Non Academic Writing	Not A Skill	Hard skill
Academic Papers	Academic Paper Prepairing	Hard skill
Academic Planning	Not A Skill	Hard skill
Academic Presentation	Academic Presentation	Hard skill
Academic Program Management	Academic Program Management	Hard skill
Academic Programs	Academic Program Management	Hard skill
Academic Progress Tracking	Academic Progress Tracking	Hard skill
Academic Reading	Academic Reading	Hard skill
Academic Report Writing	Academic Report Writing	Hard skill
Academic Research Skills	Academic Research And Writing	Hard skill
Academic Research	Academic Research And Writing	Hard skill
Academic Research And Writing	Academic Research And Writing	Hard skill
Academic Research Writing	Academic Research And Writing	Hard skill
Academic Search Premier	Not A Skill	Hard skill
Academic Skills	Not A Skill	Hard skill
Academic Standards	Not A Skill	Hard skill
Academic Support	Academic Support Services	Hard skill
Academic Support Services	Academic Support Services	Hard skill
Academic Teaching Activities	Teaching	Hard skill
Academic Tutor	Academic Tutoring	Hard skill
Academic Tutoring	Academic Tutoring	Hard skill
Academic Writing Skills	Academic Writing	Hard skill
Content And Academic Writing	Academic Writing	Hard skill
Academic Writing And Editing	Academic Writing And Editing	Hard skill
Academic Writing And Presentation	Academic Writing And Presentation	Hard skill
Academic Writing And Presentation Skills	Academic Writing And Presentation	Hard skill
Academic Writing And Research	Academic Writing And Research	Hard skill
Academic Writing Literature Review	Academic Writing	Hard skill
Academic Writing Pl	Academic Writing	Hard skill
Academic Writing Research	Academic Writing And Research	Hard skill
Academical Writing	Academic Writing	Hard skill
Accelerated Failure Time Models	Accelerated Failure Time Models	Hard skill
Accelerated Learning Techniques	Accelerated Learning Techniques	Hard skill
Accelerated Life Testing	Accelerated Life Testing	Hard skill
Accelerator Physics	Not A Skill	Hard skill
Accelerator Programs	Not A Skill	Hard skill
Accelerators And Startups	Not A Skill	Hard skill
Accelerometer	Not A Skill	Hard skill
Accent	Accent Reduction	Hard skill
Accent Reduction	Accent Reduction	Hard skill
Accents Dialects	Accents Dialects	Hard skill
Acceptance Criteria	Not A Skill	Hard skill
Acceptance Criteria And Design Various Documents	Not A Skill	Hard skill
Acceptance Sampling	Data Sampling	Hard skill
Acceptance Test Procedures	Not A Skill	Hard skill
Acceptance Test Driven Development	Acceptance Test-Driven Development	Hard skill
Accepting Challenges	Not A Skill	Hard skill
Accepting Constructive Criticism	Not A Skill	Hard skill
Accepts Direction And Coaching Graciously	Coaching	Hard skill
Access And Identity Management	Access And Identity Management	Hard skill
Access Control Management	Access Control Management	Hard skill
Access Control Matrix	Access Control Matrix	Hard skill
Access Control	Access Control System	Hard skill
Access Control Facility	Access Control System	Hard skill
Access Control List	Access Control System	Hard skill
Access Control System	Access Control System	Hard skill
Access Control Systems	Access Control System	Hard skill
Access Controls	Access Control System	Hard skill
Access Modifiers	Access Modifiers	Hard skill
Access Points	Access Points	Hard skill
Access Query Languages	Access Query Languages	Hard skill
Access Rules	Not A Skill	Hard skill
Access Stratum	Not A Skill	Hard skill
Access Tec	Not A Skill	Hard skill
Access Technologies	Not A Skill	Hard skill
Access To Extensive Library	Not A Skill	Hard skill
Access To New Technologies	Not A Skill	Hard skill
Access Vba	Vba Access	Hard skill
Accessibility	Not A Skill	Hard skill
Accessibility And Ad Hoc Test	Ad Hoc Test	Hard skill
Accessibility For Digital Content	Digital Content Creating	Hard skill
Accessibility Of Services	Accessibility Services	Hard skill
Accesability Qa And Support	Accessibility Qa Support	Hard skill
Accessible Design	Accessible Designing	Hard skill
Accessing And Analyzing Information	Accessing And Analyzing Information	Hard skill
Accessories Design	Accessories Design	Hard skill
Accessories Production	Not A Skill	Hard skill
Accident Analysis	Accident Analysis	Hard skill
Accident Incident Investigation	Accident Incident Investigation	Hard skill
Accident Investigation	Accident Incident Investigation	Hard skill
Accident Investigations	Accident Incident Investigation	Hard skill
Accident Prevention	Accident Prevention System	Hard skill
Accident Reporting	Accident Reporting System	Hard skill
Accomplished In Speaking Engagements	Not A Skill	Hard skill
Accomplished Manager	Accomplished Management	Hard skill
Account	Account Access Management	Hard skill
Account Access Management	Account Access Management	Hard skill
Account Acquisition	Account Acquisition Development	Hard skill
Account Acquisition Development	Account Acquisition Development	Hard skill
Account Adjustments	Account Adjustments	Hard skill
Account Administration	Account Administration	Hard skill
Account Aggregation	Account Aggregation	Hard skill
Account Analysis	Account Analysis	Hard skill
Account And Contract Management	Account And Contract Management	Hard skill
Account And Project Management	Account And Project Management	Hard skill
Account And Territory Management	Account And Territory Management	Hard skill
Account And Territory Planning	Account And Territory Planning	Hard skill
Account Auditing	Account Auditing	Hard skill
Account Based Marketing	Account Based Marketing	Hard skill
Account Based Marketing Methodology	Account Based Marketing	Hard skill
Account Based Selling	Account Based Selling	Hard skill
Account Closures	Account Closures	Hard skill
Account Contract Management	Account Contract Management	Hard skill
Account Development	Account Development	Hard skill
Account Development Growth	Account Development	Hard skill
Account Growth	Account Development	Hard skill
Account Engagement	Account Engagement	Hard skill
Account Executive	Account Executive	Hard skill
Account Handling	Account Handling	Hard skill
Account Leadership	Leadership	Soft skills
Account Management	Account Management	Hard skill
Account Management Skills	Account Management	Hard skill
Account Manager	Account Management	Hard skill
Account Managment	Account Management	Hard skill
Accountmanagement	Account Management	Hard skill
Account Management And Growth	Account Management And Growth	Hard skill
Account Management Client Relations	Account Management And Client Relations Management	Hard skill
Account Management Relationship Management	Account Management And Relationship Management	Hard skill
Account Mapping	Account Management	Hard skill
Account Opening	Account Management	Hard skill
Account Oversight	Account Management	Hard skill
Account Payable	Account Management	Hard skill
Account Planning	Account Management	Hard skill
Account Project Management	Account Project Management	Hard skill
Account Receivable	Account Management	Hard skill
Account Receivables	Account Management	Hard skill
Account Reconciliation	Account Relationship Management ( Arm )	Hard skill
Account Reconciliation Expert	Account Relationship Management ( Arm )	Hard skill
Account Reconciliation Processes	Account Relationship Management ( Arm )	Hard skill
Account Reconciliation Specialist	Account Relationship Management ( Arm )	Hard skill
Account Reconciliations	Account Relationship Management ( Arm )	Hard skill
Account Relationship Management	Account Relationship Management ( Arm )	Hard skill
Account Retention	Account Management	Hard skill
Account Servicing	Account Management	Hard skill
Account Strategy	Account Management	Hard skill
Account Strategy And Account Management	Account Strategy And Account Management	Hard skill
Account Territory Management	Account Territory Management	Hard skill
Account Updates	Account Management	Hard skill
Account Updating	Account Management	Hard skill
Account Verification	Account Management	Hard skill
Accountability Skills	Accountability	Soft skills
Accountable	Accountability	Soft skills
Authority Accountability	Accountability	Soft skills
Accountability And Adaptability	Accountability And Adaptability	Soft skills
Accountability And Ownership	Accountability And Ownership	Soft skills
Accountability And Reliability	Accountability And Reliability	Soft skills
Accountability And Responsibility	Accountability And Responsibility	Soft skills
Accountability Determined	Accountability And Determined	Soft skills
Accountability Ownership	Accountability And Ownership	Soft skills
Accountability And Owner Mindset	Accountability And Ownership	Soft skills
Accountable And Dependable	Accountable And Dependable	Soft skills
Accountable And Reliable	Accountable And Reliable	Soft skills
Accountable And Self Starting	Accountable And Self Starting	Soft skills
Accouting	Accounting Management	Hard skill
Acounting	Accounting Management	Hard skill
Akuntansi	Accounting Management	Hard skill
Billy Accounting	Accounting Management	Hard skill
Buildsmart Accounting	Accounting Management	Hard skill
Construction Accounting	Accounting Management	Hard skill
Contract Accounting	Accounting Management	Hard skill
Cost Accounting	Accounting Management	Hard skill
Basic Accounting Finance Skill	Accounting Management	Hard skill
Basic Accounting Skills	Accounting Management	Hard skill
Accountance	Accounting Management	Hard skill
Accountancy	Accounting Management	Hard skill
Accountant	Accounting Management	Hard skill
Accountants	Accounting Management	Hard skill
Accounting	Accounting Management	Hard skill
Accounting Analysis	Accounting Analysis	Hard skill
Accounting Analytics	Accounting Analytics	Hard skill
Accounting And Administration	Accounting And Administration	Hard skill
Accounting And Auditing	Accounting And Auditing	Hard skill
Accounting And Bookkeeping	Accounting And Bookkeeping	Hard skill
Accounting And Budgeting	Accounting And Budgeting	Hard skill
Accounting And Finance	Accounting And Finance Management	Hard skill
